choices	trials	confidence	RfA
10	12	0.9	5
10	12	0.89	5
10	12	0.88	5
10	12	0.87	5
10	12	0.86	5
10	12	0.85	5
10	12	0.84	5
10	12	0.83	5
10	12	0.82	5
10	12	0.81	5
10	12	0.8	5
10	13	1	7
10	13	0.99	6
10	13	0.98	7
10	13	0.97	6
10	13	0.96	6
10	13	0.95	5
10	13	0.94	5
10	13	0.93	5
10	13	0.92	5
10	13	0.91	5
10	13	0.9	5
10	13	0.89	5
10	13	0.88	5
10	13	0.87	5
10	13	0.86	5
10	13	0.85	5
10	13	0.84	5
10	13	0.83	5
10	13	0.82	5
10	13	0.81	5
10	13	0.8	5
10	14	1	-1
10	14	0.99	6
10	14	0.98	6
10	14	0.97	6
10	14	0.96	6
10	14	0.95	6
10	14	0.94	6
10	14	0.93	6
10	14	0.92	6
10	14	0.91	6
10	14	0.9	6
10	14	0.89	5
10	14	0.88	5
10	14	0.87	5
10	14	0.86	5
10	14	0.85	5
10	14	0.84	5
10	14	0.83	5
10	14	0.82	5
10	14	0.81	5
10	14	0.8	5
10	15	1	-1
10	15	0.99	6
10	15	0.98	7
10	15	0.97	6
10	15	0.96	6
10	15	0.95	6
10	15	0.94	6
10	15	0.93	6
10	15	0.92	6
10	15	0.91	6
10	15	0.9	6
10	15	0.89	5
10	15	0.88	6
10	15	0.87	5
10	15	0.86	5
10	15	0.85	5
10	15	0.84	5
10	15	0.83	5
10	15	0.82	5
10	15	0.81	5
10	15	0.8	5
11	2	1	-1
11	2	0.99	-1
11	2	0.98	-1
11	2	0.97	-1
11	2	0.96	-1
11	2	0.95	-1
11	2	0.94	-1
11	2	0.93	-1
11	2	0.92	2
11	2	0.91	-1
11	2	0.9	-1
11	2	0.89	2
11	2	0.88	2
11	2	0.87	2
11	2	0.86	2
11	2	0.85	2
11	2	0.84	2
11	2	0.83	2
11	2	0.82	2
11	2	0.81	2
11	2	0.8	2
11	3	1	3
11	3	0.99	-1
11	3	0.98	3
11	3	0.97	3
11	3	0.96	3
11	3	0.95	3
11	3	0.94	3
11	3	0.93	3
11	3	0.92	3
11	3	0.91	3
11	3	0.9	3
11	3	0.89	3
11	3	0.88	3
11	3	0.87	3
11	3	0.86	3
11	3	0.85	3
11	3	0.84	3
11	3	0.83	3
11	3	0.82	3
11	3	0.81	3
11	3	0.8	2
11	4	1	4
11	4	0.99	4
11	4	0.98	3
11	4	0.97	3
11	4	0.96	3
11	4	0.95	3
11	4	0.94	3
11	4	0.93	3
11	4	0.92	3
11	4	0.91	3
11	4	0.9	3
11	4	0.89	3
11	4	0.88	3
11	4	0.87	3
11	4	0.86	3
11	4	0.85	3
11	4	0.84	3
11	4	0.83	3
11	4	0.82	3
11	4	0.81	3
11	4	0.8	3
11	5	1	-1
11	5	0.99	4
11	5	0.98	4
11	5	0.97	4
11	5	0.96	4
11	5	0.95	4
11	5	0.94	4
11	5	0.93	4
11	5	0.92	3
11	5	0.91	4
11	5	0.9	3
11	5	0.89	3
11	5	0.88	3
11	5	0.87	3
11	5	0.86	3
11	5	0.85	3
11	5	0.84	3
11	5	0.83	3
11	5	0.82	3
11	5	0.81	3
11	5	0.8	3
11	6	1	4
11	6	0.99	5
11	6	0.98	4
11	6	0.97	4
11	6	0.96	4
11	6	0.95	4
11	6	0.94	4
11	6	0.93	4
11	6	0.92	4
11	6	0.91	4
11	6	0.9	4
11	6	0.89	3
11	6	0.88	4
11	6	0.87	3
11	6	0.86	4
11	6	0.85	4
11	6	0.84	4
11	6	0.83	3
11	6	0.82	3
11	6	0.81	3
11	6	0.8	3
11	7	1	5
11	7	0.99	4
11	7	0.98	4
11	7	0.97	4
11	7	0.96	4
11	7	0.95	4
11	7	0.94	4
11	7	0.93	4
11	7	0.92	4
11	7	0.91	4
11	7	0.9	4
11	7	0.89	4
11	7	0.88	4
11	7	0.87	4
11	7	0.86	4
11	7	0.85	4
11	7	0.84	4
11	7	0.83	4
11	7	0.82	3
11	7	0.81	4
11	7	0.8	4
11	8	1	5
11	8	0.99	5
11	8	0.98	5
11	8	0.97	5
11	8	0.96	4
11	8	0.95	4
11	8	0.94	5
11	8	0.93	4
11	8	0.92	4
11	8	0.91	4
11	8	0.9	4
11	8	0.89	4
11	8	0.88	4
11	8	0.87	4
11	8	0.86	4
11	8	0.85	4
11	8	0.84	4
11	8	0.83	4
11	8	0.82	4
11	8	0.81	4
11	8	0.8	4
11	9	1	-1
11	9	0.99	6
11	9	0.98	5
11	9	0.97	5
11	9	0.96	5
11	9	0.95	5
11	9	0.94	5
11	9	0.93	4
11	9	0.92	4
11	9	0.91	4
11	9	0.9	4
11	9	0.89	4
11	9	0.88	4
11	9	0.87	4
11	9	0.86	4
11	9	0.85	4
11	9	0.84	4
11	9	0.83	4
11	9	0.82	4
11	9	0.81	4
11	9	0.8	4
11	10	1	-1
11	10	0.99	5
11	10	0.98	5
11	10	0.97	5
11	10	0.96	5
11	10	0.95	5
11	10	0.94	5
11	10	0.93	5
11	10	0.92	5
11	10	0.91	5
11	10	0.9	4
11	10	0.89	4
11	10	0.88	4
11	10	0.87	4
11	10	0.86	4
11	10	0.85	4
11	10	0.84	4
11	10	0.83	4
11	10	0.82	4
11	10	0.81	4
11	10	0.8	4
11	11	1	-1
11	11	0.99	5
11	11	0.98	5
11	11	0.97	6
11	11	0.96	5
11	11	0.95	5
11	11	0.94	5
11	11	0.93	5
11	11	0.92	5
11	11	0.91	5
11	11	0.9	5
11	11	0.89	5
11	11	0.88	5
11	11	0.87	4
11	11	0.86	5
11	11	0.85	5
11	11	0.84	4
11	11	0.83	4
11	11	0.82	5
11	11	0.81	5
11	11	0.8	4
11	12	1	-1
11	12	0.99	6
11	12	0.98	6
11	12	0.97	5
11	12	0.96	6
11	12	0.95	5
11	12	0.94	6
11	12	0.93	5
11	12	0.92	5
11	12	0.91	5
11	12	0.9	5
11	12	0.89	5
11	12	0.88	5
11	12	0.87	5
11	12	0.86	5
11	12	0.85	5
11	12	0.84	4
11	12	0.83	5
11	12	0.82	5
11	12	0.81	4
11	12	0.8	4
11	13	1	6
11	13	0.99	7
11	13	0.98	5
11	13	0.97	6
11	13	0.96	6
11	13	0.95	5
11	13	0.94	5
11	13	0.93	5
11	13	0.92	5
11	13	0.91	5
11	13	0.9	5
11	13	0.89	5
11	13	0.88	5
11	13	0.87	5
11	13	0.86	5
11	13	0.85	5
11	13	0.84	5
11	13	0.83	5
11	13	0.82	5
11	13	0.81	5
11	13	0.8	5
11	14	1	7
11	14	0.99	6
11	14	0.98	6
11	14	0.97	6
11	14	0.96	6
11	14	0.95	5
11	14	0.94	6
11	14	0.93	6
11	14	0.92	5
11	14	0.91	5
11	14	0.9	5
11	14	0.89	5
11	14	0.88	5
11	14	0.87	5
11	14	0.86	5
11	14	0.85	5
11	14	0.84	5
11	14	0.83	5
11	14	0.82	5
11	14	0.81	5
11	14	0.8	5
11	15	1	-1
11	15	0.99	7
11	15	0.98	7
11	15	0.97	6
11	15	0.96	6
11	15	0.95	6
11	15	0.94	6
11	15	0.93	6
11	15	0.92	6
11	15	0.91	5
11	15	0.9	6
11	15	0.89	5
11	15	0.88	5
11	15	0.87	5
11	15	0.86	5
11	15	0.85	5
11	15	0.84	5
11	15	0.83	5
11	15	0.82	5
11	15	0.81	5
11	15	0.8	5
12	2	1	-1
12	2	0.99	-1
12	2	0.98	-1
12	2	0.97	-1
12	2	0.96	-1
12	2	0.95	-1
12	2	0.94	-1
12	2	0.93	-1
12	2	0.92	2
12	2	0.91	-1
12	2	0.9	2
12	2	0.89	-1
12	2	0.88	2
12	2	0.87	2
12	2	0.86	2
12	2	0.85	2
12	2	0.84	2
12	2	0.83	2
12	2	0.82	2
12	2	0.81	2
12	2	0.8	2
12	3	1	-1
12	3	0.99	3
12	3	0.98	3
12	3	0.97	3
12	3	0.96	3
12	3	0.95	3
12	3	0.94	3
12	3	0.93	3
12	3	0.92	3
12	3	0.91	3
12	3	0.9	3
12	3	0.89	3
12	3	0.88	3
12	3	0.87	3
12	3	0.86	3
12	3	0.85	3
12	3	0.84	3
12	3	0.83	3
12	3	0.82	3
12	3	0.81	3
12	3	0.8	3
12	4	1	4
12	4	0.99	4
12	4	0.98	4
12	4	0.97	4
12	4	0.96	3
12	4	0.95	3
12	4	0.94	3
12	4	0.93	3
12	4	0.92	3
12	4	0.91	3
12	4	0.9	3
12	4	0.89	3
12	4	0.88	3
12	4	0.87	3
12	4	0.86	3
12	4	0.85	3
12	4	0.84	3
12	4	0.83	3
12	4	0.82	3
12	4	0.81	3
12	4	0.8	3
12	5	1	4
12	5	0.99	4
12	5	0.98	4
12	5	0.97	4
12	5	0.96	4
12	5	0.95	3
12	5	0.94	4
12	5	0.93	4
12	5	0.92	4
12	5	0.91	3
12	5	0.9	3
12	5	0.89	3
12	5	0.88	3
12	5	0.87	3
12	5	0.86	3
12	5	0.85	3
12	5	0.84	3
12	5	0.83	3
12	5	0.82	3
12	5	0.81	3
12	5	0.8	3
12	6	1	-1
12	6	0.99	5
12	6	0.98	4
12	6	0.97	4
12	6	0.96	4
12	6	0.95	4
12	6	0.94	4
12	6	0.93	4
12	6	0.92	4
12	6	0.91	3
12	6	0.9	4
12	6	0.89	4
12	6	0.88	3
12	6	0.87	4
12	6	0.86	3
12	6	0.85	3
12	6	0.84	3
12	6	0.83	3
12	6	0.82	3
12	6	0.81	3
12	6	0.8	3
12	7	1	5
12	7	0.99	4
12	7	0.98	5
12	7	0.97	4
12	7	0.96	4
12	7	0.95	4
12	7	0.94	4
12	7	0.93	4
12	7	0.92	4
12	7	0.91	4
12	7	0.9	4
12	7	0.89	4
12	7	0.88	4
12	7	0.87	4
12	7	0.86	4
12	7	0.85	3
12	7	0.84	4
12	7	0.83	3
12	7	0.82	3
12	7	0.81	3
12	7	0.8	3
12	8	1	5
12	8	0.99	5
12	8	0.98	5
12	8	0.97	4
12	8	0.96	5
12	8	0.95	4
12	8	0.94	4
12	8	0.93	4
12	8	0.92	4
12	8	0.91	4
12	8	0.9	4
12	8	0.89	4
12	8	0.88	4
12	8	0.87	4
12	8	0.86	4
12	8	0.85	4
12	8	0.84	4
12	8	0.83	4
12	8	0.82	4
12	8	0.81	4
12	8	0.8	4
12	9	1	5
12	9	0.99	5
12	9	0.98	5
12	9	0.97	5
12	9	0.96	5
12	9	0.95	4
12	9	0.94	4
12	9	0.93	5
12	9	0.92	4
12	9	0.91	4
12	9	0.9	4
12	9	0.89	4
12	9	0.88	4
12	9	0.87	4
12	9	0.86	4
12	9	0.85	4
12	9	0.84	4
12	9	0.83	4
12	9	0.82	4
12	9	0.81	4
12	9	0.8	4
12	10	1	-1
12	10	0.99	6
12	10	0.98	5
12	10	0.97	5
12	10	0.96	5
12	10	0.95	5
12	10	0.94	5
12	10	0.93	5
12	10	0.92	4
12	10	0.91	5
12	10	0.9	4
12	10	0.89	4
12	10	0.88	4
12	10	0.87	4
12	10	0.86	4
12	10	0.85	4
12	10	0.84	4
12	10	0.83	4
12	10	0.82	4
12	10	0.81	4
12	10	0.8	4
12	11	1	6
12	11	0.99	5
12	11	0.98	6
12	11	0.97	5
12	11	0.96	5
12	11	0.95	5
12	11	0.94	5
12	11	0.93	5
12	11	0.92	5
12	11	0.91	5
12	11	0.9	4
12	11	0.89	4
12	11	0.88	5
12	11	0.87	4
12	11	0.86	4
12	11	0.85	4
12	11	0.84	4
12	11	0.83	4
12	11	0.82	4
12	11	0.81	4
12	11	0.8	4
12	12	1	-1
12	12	0.99	6
12	12	0.98	5
12	12	0.97	5
12	12	0.96	5
12	12	0.95	5
12	12	0.94	5
12	12	0.93	5
12	12	0.92	5
12	12	0.91	5
12	12	0.9	5
12	12	0.89	5
12	12	0.88	5
12	12	0.87	5
12	12	0.86	4
12	12	0.85	5
12	12	0.84	4
12	12	0.83	5
12	12	0.82	5
12	12	0.81	4
12	12	0.8	4
12	13	1	6
12	13	0.99	6
12	13	0.98	6
12	13	0.97	5
12	13	0.96	5
12	13	0.95	5
12	13	0.94	5
12	13	0.93	5
12	13	0.92	5
12	13	0.91	5
12	13	0.9	5
12	13	0.89	5
12	13	0.88	5
12	13	0.87	5
12	13	0.86	5
12	13	0.85	5
12	13	0.84	5
12	13	0.83	5
12	13	0.82	5
12	13	0.81	4
12	13	0.8	4
12	14	1	-1
12	14	0.99	6
12	14	0.98	6
12	14	0.97	6
12	14	0.96	6
12	14	0.95	5
12	14	0.94	5
12	14	0.93	5
12	14	0.92	5
12	14	0.91	6
12	14	0.9	5
12	14	0.89	5
12	14	0.88	5
12	14	0.87	5
12	14	0.86	5
12	14	0.85	5
12	14	0.84	5
12	14	0.83	5
12	14	0.82	5
12	14	0.81	5
12	14	0.8	5
12	15	1	6
12	15	0.99	6
12	15	0.98	6
12	15	0.97	6
12	15	0.96	6
12	15	0.95	5
12	15	0.94	6
12	15	0.93	5
12	15	0.92	5
12	15	0.91	5
12	15	0.9	5
12	15	0.89	5
12	15	0.88	5
12	15	0.87	6
12	15	0.86	5
12	15	0.85	5
12	15	0.84	5
12	15	0.83	5
12	15	0.82	5
12	15	0.81	5
12	15	0.8	5
